('192.168.137.1', 64572)#wake#camera
('192.168.137.1', 64572)#pos#blue#[0.24182631174723307, 0.2040830682825159]
('192.168.137.1', 64572)#pos#blue#[0.2460919221242269, 0.20904507107204862]
('192.168.137.1', 64572)#pos#blue#[0.24030124346415202, 0.20475475169994212]
('192.168.137.1', 64572)#pos#blue#[0.24474525451660156, 0.2090263084129051]
('192.168.137.1', 64572)#pos#blue#[0.24357107480367024, 0.20846662168149596]
('192.168.137.1', 64572)#pos#blue#[0.24623589515686034, 0.2101355658637153]
('192.168.137.1', 64572)#pos#blue#[0.24439067840576173, 0.2090052569354022]
('192.168.137.1', 64572)#pos#blue#[0.24695695241292318, 0.20849459612811053]
('192.168.137.1', 64572)#pos#blue#[0.24386385281880696, 0.21110637806080007]
('192.168.137.1', 64572)#pos#blue#[0.2456690788269043, 0.21098740189163773]
('192.168.137.1', 64572)#pos#blue#[0.2436969757080078, 0.20808609856499566]
('192.168.137.1', 64572)#pos#blue#[0.24512189229329426, 0.21022159435130933]
('192.168.137.1', 64572)#pos#blue#[0.2463846206665039, 0.21152585347493488]
('192.168.137.1', 64572)#pos#blue#[0.24543115297953289, 0.21237928602430556]
('192.168.137.1', 64572)#pos#blue#[0.24545008341471355, 0.21346087985568576]
('192.168.137.1', 64572)#pos#blue#[0.24230117797851564, 0.20717538904260707]
('192.168.137.1', 64572)#pos#blue#[0.24235417048136393, 0.20407679522479022]
('192.168.137.1', 64572)#pos#blue#[0.23896921475728353, 0.2050840731020327]
('192.168.137.1', 64572)#pos#blue#[0.2453125, 0.20879629629629629]
('192.168.137.1', 64572)#pos#blue#[0.2435707728068034, 0.20973985460069444]
('192.168.137.1', 64572)#pos#blue#[0.24515283902486165, 0.21183415165653935]
('192.168.137.1', 64572)#pos#blue#[0.24591190020243328, 0.20956894203468604]
('192.168.137.1', 64572)#pos#blue#[0.24427083333333333, 0.20555555555555555]
('192.168.137.1', 64572)#pos#blue#[0.24322772026062012, 0.204961508291739]
('192.168.137.1', 64572)#pos#blue#[0.2435693899790446, 0.20479469299316405]
('192.168.137.1', 64572)#pos#blue#[0.2454830805460612, 0.21101356788917824]
('192.168.137.1', 64572)#pos#blue#[0.24044121106465657, 0.2044390077944155]
('192.168.137.1', 64572)#pos#blue#[0.24576829274495443, 0.21155295195402923]
('192.168.137.1', 64572)#pos#blue#[0.2437627951304118, 0.21108548199688948]
('192.168.137.1', 64572)#pos#blue#[0.24241050084431967, 0.20511242901837384]
('192.168.137.1', 64572)#pos#blue#[0.2453860600789388, 0.20910027115433305]
('192.168.137.1', 64572)#pos#blue#[0.24322916666666666, 0.20925925925925926]
('192.168.137.1', 64572)#pos#blue#[0.2484896183013916, 0.21097224200213396]
('192.168.137.1', 64572)#pos#blue#[0.2436427116394043, 0.208075601083261]
('192.168.137.1', 64572)#pos#blue#[0.2457532246907552, 0.2123931602195457]
('192.168.137.1', 64572)#pos#blue#[0.23995334307352703, 0.20635758859139902]
('192.168.137.1', 64572)#pos#blue#[0.24508517583211262, 0.20708000748245806]
('192.168.137.1', 64572)#pos#blue#[0.2476979891459147, 0.2115794994212963]
('192.168.137.1', 64572)#pos#blue#[0.23903188705444336, 0.20590958771882234]
('192.168.137.1', 64572)#pos#blue#[0.24451521237691243, 0.2134262932671441]
('192.168.137.1', 64572)#pos#blue#[0.2466527779897054, 0.2117381766990379]
('192.168.137.1', 64572)#pos#blue#[0.23944306373596191, 0.20492145397044995]
('192.168.137.1', 64572)#pos#blue#[0.24631808598836263, 0.2118949324996383]
('192.168.137.1', 64572)#pos#blue#[0.2432268778483073, 0.2063656559696904]
('192.168.137.1', 64572)#pos#blue#[0.24504353205362955, 0.2096553096064815]
('192.168.137.1', 64572)#pos#blue#[0.24461533228556315, 0.20962990654839408]
('192.168.137.1', 64572)#pos#blue#[0.24372235933939615, 0.2041865313494647]
('192.168.137.1', 64572)#pos#blue#[0.24486387570699056, 0.20908050537109374]
('192.168.137.1', 64572)#pos#blue#[0.24427083333333333, 0.20972222222222223]
('192.168.137.1', 64572)#pos#blue#[0.23932568232218424, 0.20529568990071614]
('192.168.137.1', 64572)#pos#blue#[0.24427083333333333, 0.20879629629629629]
('192.168.137.1', 64572)#pos#blue#[0.24144633611043295, 0.20526083487051505]
('192.168.137.1', 64572)#pos#blue#[0.24221140543619793, 0.2084435356987847]
('192.168.137.1', 64572)#pos#blue#[0.24486831029256184, 0.21167365180121528]
('192.168.137.1', 64572)#pos#blue#[0.2398366928100586, 0.2049751705593533]
('192.168.137.1', 64572)#pos#blue#[0.2441210110982259, 0.21075594866717304]
('192.168.137.1', 64572)#pos#blue#[0.24577353795369467, 0.20845475373444733]
('192.168.137.1', 64572)#pos#blue#[0.23931037584940593, 0.20677080507631654]
('192.168.137.1', 64572)#pos#blue#[0.24312758445739746, 0.21202259770146123]
('192.168.137.1', 64572)#pos#blue#[0.23854835828145346, 0.2053139439335576]
('192.168.137.1', 64572)#pos#blue#[0.24574467341105144, 0.20984644006799769]
('192.168.137.1', 64572)#pos#blue#[0.24618342717488606, 0.2105407573558666]
('192.168.137.1', 64572)#pos#blue#[0.24539219538370768, 0.21096725463867189]
('192.168.137.1', 64572)#pos#blue#[0.2456382910410563, 0.2082521085385923]
('192.168.137.1', 64572)#pos#blue#[0.23974933624267578, 0.20470174153645834]
('192.168.137.1', 64572)#pos#blue#[0.2453125, 0.2064814814814815]
('192.168.137.1', 64572)#pos#blue#[0.24341780344645184, 0.21082082677770544]
('192.168.137.1', 64572)#pos#blue#[0.24647394816080728, 0.21164160834418402]
('192.168.137.1', 64572)#pos#blue#[0.24056288401285808, 0.2046593560112847]
('192.168.137.1', 64572)#pos#blue#[0.243604310353597, 0.20997986970124422]
('192.168.137.1', 64572)#pos#blue#[0.24019187291463215, 0.20567830403645834]
('192.168.137.1', 64572)#pos#blue#[0.24696578979492187, 0.20714074594003182]
('192.168.137.1', 64572)#pos#blue#[0.24362748463948566, 0.20465686939380787]
('192.168.137.1', 64572)#pos#blue#[0.2467539151509603, 0.2097409142388238]
('192.168.137.1', 64572)#pos#blue#[0.245885435740153, 0.211712971440068]
('192.168.137.1', 64572)#pos#blue#[0.24469019571940104, 0.20865936279296876]
('192.168.137.1', 64572)#pos#blue#[0.24479166666666666, 0.20879629629629629]
('192.168.137.1', 64572)#pos#blue#[0.2459926923116048, 0.21001091003417968]
('192.168.137.1', 64572)#pos#blue#[0.24125804901123046, 0.20468662403247975]
('192.168.137.1', 64572)#pos#blue#[0.23933823903401694, 0.2046841232864945]
('192.168.137.1', 64572)#pos#blue#[0.24297469456990559, 0.21038438302499277]
('192.168.137.1', 64572)#pos#blue#[0.24501965840657552, 0.209949055424443]
('192.168.137.1', 64572)#pos#blue#[0.2444120724995931, 0.2053237349898727]
('192.168.137.1', 64572)#pos#blue#[0.24452805519104004, 0.20963592529296876]
('192.168.137.1', 64572)#pos#blue#[0.24286699295043945, 0.20763104756673176]
('192.168.137.1', 64572)#pos#blue#[0.2430390199025472, 0.2086645620840567]
('192.168.137.1', 64572)#pos#blue#[0.24479166666666666, 0.20787037037037037]
('192.168.137.1', 64572)#pos#blue#[0.24225865999857585, 0.20581467239945023]
('192.168.137.1', 64572)#pos#blue#[0.24375, 0.20879629629629629]
('192.168.137.1', 64572)#pos#blue#[0.2444942633310954, 0.20894751372160736]
('192.168.137.1', 64572)#pos#blue#[0.23949713706970216, 0.20554916946976273]
('192.168.137.1', 64572)#pos#blue#[0.24711186091105145, 0.20936218544288918]
('192.168.137.1', 64572)#pos#blue#[0.24580179850260417, 0.2114819561993634]
('192.168.137.1', 64572)#pos#blue#[0.24550887743632, 0.21011685971860533]
('192.168.137.1', 64572)#pos#blue#[0.24413204193115234, 0.2096704129819517]
('192.168.137.1', 64572)#pos#blue#[0.24200369517008463, 0.20351306773998118]
('192.168.137.1', 64572)#pos#blue#[0.24569454193115234, 0.20457869635687934]
('192.168.137.1', 64572)#pos#blue#[0.24552555084228517, 0.20971405594437212]
('192.168.137.1', 64572)#pos#blue#[0.24322805404663086, 0.2048550358525029]
('192.168.137.1', 64572)#pos#blue#[0.23990049362182617, 0.2052051826759621]
('192.168.137.1', 64572)#pos#blue#[0.24359116554260254, 0.20817704377350985]
('192.168.137.1', 64572)#pos#blue#[0.24639027913411457, 0.2109023623996311]
('192.168.137.1', 64572)#pos#blue#[0.24525346755981445, 0.2099482359709563]
('192.168.137.1', 64572)#pos#blue#[0.23741987546284993, 0.20519943237304689]
('192.168.137.1', 64572)#pos#blue#[0.24605596860249837, 0.2119576065628617]
('192.168.137.1', 64572)#pos#blue#[0.241719118754069, 0.2102832935474537]
('192.168.137.1', 64572)#pos#blue#[0.24077819188435873, 0.2051743118851273]
('192.168.137.1', 64572)#pos#blue#[0.23894457817077636, 0.20333682872630932]
('192.168.137.1', 64572)#pos#blue#[0.2397608280181885, 0.20266257392035592]
('192.168.137.1', 64572)#pos#blue#[0.24552879333496094, 0.21036927964952257]
('192.168.137.1', 64572)#pos#blue#[0.2447994867960612, 0.21072770577889902]
('192.168.137.1', 64572)#pos#blue#[0.24330878257751465, 0.20923022517451534]
('192.168.137.1', 64572)#pos#blue#[0.24479166666666666, 0.21064814814814814]
('192.168.137.1', 64572)#pos#blue#[0.2399038314819336, 0.2055911593967014]
('192.168.137.1', 64572)#pos#blue#[0.24404869079589844, 0.20948418511284722]
('192.168.137.1', 64572)#pos#blue#[0.2457117239634196, 0.20984677915219907]
('192.168.137.1', 64572)#pos#blue#[0.24412339528401691, 0.21003505565502026]
('192.168.137.1', 64572)#pos#blue#[0.244050661722819, 0.20971983450430412]
('192.168.137.1', 64572)#pos#blue#[0.24477326075236003, 0.20993463021737557]
('192.168.137.1', 64572)#pos#blue#[0.241031281153361, 0.20549778408474392]
('192.168.137.1', 64572)#pos#blue#[0.2433020273844401, 0.20867970784505208]
('192.168.137.1', 64572)#pos#blue#[0.2445407231648763, 0.2091649373372396]
('192.168.137.1', 64572)#pos#blue#[0.24504032135009765, 0.21116941946524162]
('192.168.137.1', 64572)#pos#blue#[0.24506125450134278, 0.21216230039243344]
('192.168.137.1', 64572)#pos#blue#[0.24444319407145182, 0.2099999321831597]
('192.168.137.1', 64572)#pos#blue#[0.23949745496114094, 0.2052644517686632]
('192.168.137.1', 64572)#pos#blue#[0.24417753219604493, 0.20595457288953994]
('192.168.137.1', 64572)#pos#blue#[0.2459260622660319, 0.204104416458695]
('192.168.137.1', 64572)#pos#blue#[0.24623723030090333, 0.21137274282949942]
('192.168.137.1', 64572)#pos#blue#[0.24587190945943196, 0.2103843265109592]
('192.168.137.1', 64572)#pos#blue#[0.24699562390645344, 0.211892573038737]
('192.168.137.1', 64572)#pos#blue#[0.2436121145884196, 0.210852375736943]
('192.168.137.1', 64572)#pos#blue#[0.24197980562845867, 0.20983621102792246]
('192.168.137.1', 64572)#pos#blue#[0.2451729456583659, 0.20893544797544125]
('192.168.137.1', 64572)#pos#blue#[0.24465834299723307, 0.21222593519422744]
('192.168.137.1', 64572)#pos#blue#[0.24572531382242838, 0.21030023362901476]
('192.168.137.1', 64572)#pos#blue#[0.2468294302622477, 0.21077050103081596]
('192.168.137.1', 64572)#pos#blue#[0.24160664876302082, 0.21294739334671586]
('192.168.137.1', 64572)#pos#blue#[0.24385321935017903, 0.21064464427806712]
('192.168.137.1', 64572)#pos#blue#[0.24107761383056642, 0.20427771674262152]
('192.168.137.1', 64572)#pos#blue#[0.24114583333333334, 0.21064814814814814]
('192.168.137.1', 64572)#pos#blue#[0.24029639561971028, 0.20498075132016783]
('192.168.137.1', 64572)#pos#blue#[0.24449326197306315, 0.21109359176070602]
('192.168.137.1', 64572)#pos#blue#[0.24312504132588705, 0.21000001695421006]
('192.168.137.1', 64572)#pos#blue#[0.24335570335388185, 0.21133095070167823]
('192.168.137.1', 64572)#pos#blue#[0.24588144620259603, 0.21076924359356916]
('192.168.137.1', 64572)#pos#blue#[0.24150733947753905, 0.20434458697283708]
('192.168.137.1', 64572)#pos#blue#[0.24457311630249023, 0.21012982968930846]
('192.168.137.1', 64572)#pos#blue#[0.24398412704467773, 0.20840667442039207]
('192.168.137.1', 64572)#pos#blue#[0.24303592046101888, 0.20972665857385706]
('192.168.137.1', 64572)#pos#blue#[0.2449677308400472, 0.20973537586353444]
('192.168.137.1', 64572)#pos#blue#[0.24250645637512208, 0.20634601734302663]
('192.168.137.1', 64572)#pos#blue#[0.24300861358642578, 0.20489908854166666]
('192.168.137.1', 64572)#pos#blue#[0.24484249750773113, 0.2099260824697989]
('192.168.137.1', 64572)#pos#blue#[0.23844978014628093, 0.2066176520453559]
('192.168.137.1', 64572)#pos#blue#[0.24621257781982422, 0.20965155142324943]
('192.168.137.1', 64572)#pos#blue#[0.2406943957010905, 0.20636672973632814]
('192.168.137.1', 64572)#pos#blue#[0.24405426979064943, 0.20501926563404224]
('192.168.137.1', 64572)#pos#blue#[0.2430238405863444, 0.20939742194281685]
('192.168.137.1', 64572)#pos#blue#[0.2447454611460368, 0.20893751073766637]
('192.168.137.1', 64572)#pos#blue#[0.24483389854431153, 0.21042292559588396]
('192.168.137.1', 64572)#pos#blue#[0.24030084609985353, 0.20535207677770545]
('192.168.137.1', 64572)#pos#blue#[0.24456434249877929, 0.20868185537832754]
('192.168.137.1', 64572)#pos#blue#[0.2420202891031901, 0.20802794562445748]
('192.168.137.1', 64572)#pos#blue#[0.24608731269836426, 0.20908836082175927]
('192.168.137.1', 64572)#pos#blue#[0.24085679054260253, 0.20430334585684318]
('192.168.137.1', 64572)#pos#blue#[0.24336938858032225, 0.20432692633734809]
('192.168.137.1', 64572)#pos#blue#[0.23827473322550455, 0.20533447265625]
('192.168.137.1', 64572)#pos#blue#[0.24147912661234539, 0.20485184280960647]
('192.168.137.1', 64572)#pos#blue#[0.24560949007670085, 0.20843192206488714]
('192.168.137.1', 64572)#pos#blue#[0.24427083333333333, 0.20833333333333334]
('192.168.137.1', 64572)#pos#blue#[0.23918768564860027, 0.2043474833170573]
('192.168.137.1', 64572)#pos#blue#[0.23880170186360677, 0.20573422467267072]
('192.168.137.1', 64572)#pos#blue#[0.23769912719726563, 0.20565849586769386]
('192.168.137.1', 64572)#pos#blue#[0.24800860087076823, 0.21124728167498552]
('192.168.137.1', 64572)#pos#blue#[0.24653127988179524, 0.20908334520128039]
('192.168.137.1', 64572)#pos#blue#[0.24260848363240559, 0.2045529259575738]
('192.168.137.1', 64572)#pos#blue#[0.24327484766642252, 0.20433396233452691]
('192.168.137.1', 64572)#pos#blue#[0.24558011690775552, 0.2105327606201172]
('192.168.137.1', 64572)#pos#blue#[0.24486619631449383, 0.2096502939860026]
('192.168.137.1', 64572)#pos#blue#[0.24190073013305663, 0.20383374249493635]
('192.168.137.1', 64572)#pos#blue#[0.24399887720743815, 0.20868647540057148]
('192.168.137.1', 64572)#pos#blue#[0.2453125, 0.20601851851851852]
('192.168.137.1', 64572)#pos#blue#[0.24688350359598796, 0.2121016325774016]
('192.168.137.1', 64572)#pos#blue#[0.24266990025838217, 0.20824161105685765]
('192.168.137.1', 64572)#pos#blue#[0.2421875, 0.20879629629629629]
('192.168.137.1', 64572)#pos#blue#[0.2439440886179606, 0.21176636307327837]
('192.168.137.1', 64572)#pos#blue#[0.2428140640258789, 0.2053924560546875]
('192.168.137.1', 64572)#pos#blue#[0.24095508257548015, 0.20898526509602863]
('192.168.137.1', 64572)#pos#blue#[0.24450063705444336, 0.21046854654947916]
('192.168.137.1', 64572)#pos#blue#[0.24525577227274578, 0.20930051450376158]
('192.168.137.1', 64572)#pos#blue#[0.2450429916381836, 0.20934306957103588]
('192.168.137.1', 64572)#pos#blue#[0.2454893906911214, 0.21241265756112557]
('192.168.137.1', 64572)#pos#blue#[0.2429494857788086, 0.2085470128942419]
('192.168.137.1', 64572)#pos#blue#[0.24245522816975912, 0.20490993923611112]
('192.168.137.1', 64572)#pos#blue#[0.240625, 0.2074074074074074]
('192.168.137.1', 64572)#pos#blue#[0.24617347717285157, 0.2104465060763889]
('192.168.137.1', 64572)#pos#blue#[0.2452490488688151, 0.2109747851336444]
('192.168.137.1', 64572)#pos#blue#[0.2421706199645996, 0.20564758865921587]
('192.168.137.1', 64572)#pos#blue#[0.24608955383300782, 0.2112976215503834]
('192.168.137.1', 64572)#pos#blue#[0.2421875, 0.20694444444444443]
('192.168.137.1', 64572)#pos#blue#[0.24309075673421224, 0.20942700703938802]
('192.168.137.1', 64572)#pos#blue#[0.24425048828125, 0.21019979406286168]
('192.168.137.1', 64572)#pos#blue#[0.24687916437784832, 0.21271110817238137]
('192.168.137.1', 64572)#pos#blue#[0.24321335156758625, 0.20822163334599247]
('192.168.137.1', 64572)#pos#blue#[0.23825319608052573, 0.20461538809317129]
('192.168.137.1', 64572)#pos#blue#[0.24527599016825358, 0.20742224234121817]
('192.168.137.1', 64572)#pos#blue#[0.24432576497395833, 0.20624766879611545]
('192.168.137.1', 64572)#pos#blue#[0.24096012115478516, 0.20418435555917244]
('192.168.137.1', 64572)#pos#blue#[0.23731967608133953, 0.2061308119032118]
('192.168.137.1', 64572)#pos#blue#[0.24526739120483398, 0.2094562530517578]
('192.168.137.1', 64572)#pos#blue#[0.24114583333333334, 0.2074074074074074]
('192.168.137.1', 64572)#pos#blue#[0.24376648267110188, 0.21021228366427952]
('192.168.137.1', 64572)#pos#blue#[0.2462618827819824, 0.2122388203938802]
('192.168.137.1', 64572)#pos#blue#[0.24345808029174804, 0.20772885923032408]
('192.168.137.1', 64572)#pos#blue#[0.24410810470581054, 0.21159296388979312]
('192.168.137.1', 64572)#pos#blue#[0.2397170066833496, 0.2039818799054181]
('192.168.137.1', 64572)#pos#blue#[0.2464160919189453, 0.20950902303059896]
('192.168.137.1', 64572)#pos#blue#[0.24735390345255534, 0.21223023026077836]
('192.168.137.1', 64572)#pos#blue#[0.2426986853281657, 0.20609344199851706]
('192.168.137.1', 64572)#pos#blue#[0.24315762519836426, 0.2095239144784433]
('192.168.137.1', 64572)#pos#blue#[0.24683403968811035, 0.2118801540798611]
('192.168.137.1', 64572)#pos#blue#[0.24570951461791993, 0.2081174779821325]
('192.168.137.1', 64572)#pos#blue#[0.2392022450764974, 0.20634358723958332]
('192.168.137.1', 64572)#pos#blue#[0.24427083333333333, 0.2074074074074074]
('192.168.137.1', 64572)#pos#blue#[0.24635537465413412, 0.21135595816153066]
('192.168.137.1', 64572)#pos#blue#[0.24124801953633626, 0.20403388694480615]
('192.168.137.1', 64572)#pos#blue#[0.24442605972290038, 0.20994415283203124]
('192.168.137.1', 64572)#pos#blue#[0.2437777837117513, 0.20867618984646266]
('192.168.137.1', 64572)#pos#blue#[0.23964778582255045, 0.20637599803783274]
('192.168.137.1', 64572)#pos#blue#[0.2457701047261556, 0.20883362381546586]
('192.168.137.1', 64572)#pos#blue#[0.24381138483683268, 0.21041425069173178]
('192.168.137.1', 64572)#pos#blue#[0.24412681261698405, 0.2052804876256872]
('192.168.137.1', 64572)#pos#blue#[0.24427083333333333, 0.20925925925925926]
('192.168.137.1', 64572)#pos#blue#[0.24514025052388508, 0.20846845838758682]
('192.168.137.1', 64572)#pos#blue#[0.24324612617492675, 0.2040144743742766]
('192.168.137.1', 64572)#pos#blue#[0.24420944849650064, 0.20986661557798034]
('192.168.137.1', 64572)#pos#blue#[0.24528900782267252, 0.2095817000777633]
('192.168.137.1', 64572)#pos#blue#[0.2400246302286784, 0.2054609086778429]
('192.168.137.1', 64572)#pos#blue#[0.24264515240987142, 0.203864175302011]
('192.168.137.1', 64572)#pos#blue#[0.24576025009155272, 0.2096013104474103]
('192.168.137.1', 64572)#pos#blue#[0.24629074732462566, 0.21109287120677805]
('192.168.137.1', 64572)#pos#blue#[0.24296271006266276, 0.20768777352792245]
('192.168.137.1', 64572)#pos#blue#[0.23845661481221517, 0.20635267187047887]
('192.168.137.1', 64572)#pos#blue#[0.24341392517089844, 0.2093571556939019]
('192.168.137.1', 64572)#pos#blue#[0.24008331298828126, 0.2061481475830078]
('192.168.137.1', 64572)#pos#blue#[0.24384512901306152, 0.2044836397524233]
('192.168.137.1', 64572)#pos#blue#[0.24004583358764647, 0.20619628341109664]
('192.168.137.1', 64572)#pos#blue#[0.24671152432759602, 0.2024939219156901]
('192.168.137.1', 64572)#pos#blue#[0.24375, 0.20925925925925926]
